video;codec;resolution;width;bitrate [kb/s];nic;userDevice;cpu_model;encoded_segment_size [B];decoding_duration[s];average_cpu_utilization [%];energy_decode [wh];emission_decode_Austria_CI_157 [g];energy_NIC_LTE_TH_16_Mb/s [kWh];emission_NIC_LTE_TH_16_Austria_CI_157_[g];energy_NIC_LTE_TH_20_Mb/s [kWh];emission_NIC_LTE_TH_20_Austria_CI_157 [g];energy_NIC_LTE_TH_42_Mb/s [kWh];emission_NIC_LTE_TH_42_Austria_CI_157 [g];energy_NIC_LTE_TH_60_Mb/s [kWh];emission_NIC_LTE_TH_60_Austria_CI_157 [g]
AncientThought_s011;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1996035.0;0.88;7.062499999999999;1.72638888888875e-05;0.0027104305555553;1.560934695702595e-06;0.0002450667472253;1.3054956026666666e-06;0.0002049628096186;6.283792766825397e-07;9.865554643915872e-05;4.437111877777777e-07;6.96626564811111e-05
AncientThought_s011;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3473444.0;2.04;7.249999999999999;4.108333333333125e-05;0.006450083333333;2.7162946807946773e-06;0.0004264582648847;2.2717867512888894e-06;0.0003566705199523;1.0934879540275132e-06;0.0001716776087823;7.721337365925926e-07;0.000121224996645
AncientThought_s011;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4929375.0;2.82;8.375;6.56041666666625e-05;0.010299854166666;3.854858489770459e-06;0.0006052127828939;3.224030333333333e-06;0.0005061727623333;1.5518350615079364e-06;0.0002436381046567;1.0957818055555557e-06;0.0001720377434722
AncientThought_s011;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10378429.0;6.88;8.0;0.0001528888888888;0.0240035555555415;8.116115154787358e-06;0.0012742300793016;6.787953829511111e-06;0.0010657087512332;3.2672722212391538e-06;0.0005129617387345;2.3070863280740737e-06;0.0003622125535076
AncientThought_s012;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;70030.0;0.24;5.5;3.666666666666667e-06;0.0005756666666666;5.476469938656022e-08;8.598057803689955e-06;4.580273244444445e-08;7.1910289937777786e-06;2.2046407375661374e-08;3.4612859579788355e-06;1.556740962962963e-08;2.444083311851852e-06
AncientThought_s012;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;955910.0;0.52;6.4375;9.29861111110625e-06;0.0014598819444436;7.475385376353958e-07;0.0001173635504087;6.25207624888889e-07;9.815759710755555e-05;3.0093361808465605e-07;4.7246578039291e-05;2.1249525259259257e-07;3.336175465703704e-05
AncientThought_s012;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2098222.0;0.85;7.249999999999999;1.711805555555e-05;0.0026875347222213;1.6408467382017295e-06;0.0002576129378976;1.372330442311111e-06;0.0002154558794428;6.605491500296296e-07;0.0001037062165546;4.664269794074074e-07;7.322903576696296e-05
AncientThought_s012;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3521338.0;1.82;7.5;3.79166666666625e-05;0.005952916666666;2.753748636419694e-06;0.0004323385359178;2.303111555911111e-06;0.000361588514278;1.1085656440867726e-06;0.0001740448061216;7.827803954074074e-07;0.0001228965220789
AncientThought_s012;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4980756.0;3.18;7.375;6.514583333333126e-05;0.010227895833333;3.895039341108183e-06;0.0006115211765539;3.2576357909333333e-06;0.0005114488191765;1.568010507136508e-06;0.0002461776496204;1.1072036115555556e-06;0.0001738309670142
AncientThought_s012;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10362201.0;6.46;8.1875;0.0001469201388888;0.0230664618055416;8.103424571585229e-06;0.0012722376577388;6.777339996266666e-06;0.0010640423794138;3.262163423596825e-06;0.0005121596575047;2.3034789037777777e-06;0.0003616461878931
AncientThought_s013;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;94829.0;0.24;5.625;3.75e-06;0.00058875;7.415795627771126e-08;1.1642799135600668e-05;6.202238062222222e-08;9.73751375768889e-06;2.9853473725925935e-08;4.686995374970372e-06;2.108013548148148e-08;3.3095812705925924e-06
AncientThought_s013;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1051225.0;0.52;6.6875;9.65972222221875e-06;0.0015165763888883;8.220765545143049e-07;0.0001290660190587;6.875478711111111e-07;0.0001079450157644;3.309400912962963e-07;5.195759433351852e-05;2.336834240740741e-07;3.668829757962964e-05
AncientThought_s013;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2288441.0;0.88;7.4375;1.818055555555e-05;0.0028543472222213;1.789601362685695e-06;0.0002809674139416;1.496742122488889e-06;0.0002349885132307;7.204327079989418e-07;0.0001131079351558;5.087119585925926e-07;7.986777749903704e-05
AncientThought_s013;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3763755.0;2.1;6.937500000000001;4.046875e-05;0.00635359375;2.943323020700599e-06;0.0004621017142499;2.461663048e-06;0.000386481098536;1.1848818505238095e-06;0.0001860264505322;8.366687966666667e-07;0.0001313570010766
AncientThought_s013;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5375772.0;3.18;7.625;6.73541666666625e-05;0.010574604166666;4.203948844076647e-06;0.00066001996852;3.5159938112e-06;0.0005520110283584;1.6923669780190478e-06;0.0002657016155489;1.1950142053333333e-06;0.0001876172302373
AncientThought_s013;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;11262894.0;6.77;8.125;0.0001527951388888;0.0239888368055415;8.807782437993613e-06;0.0013828218427649;7.366433249066667e-06;0.0011565300201034;3.54571397048254e-06;0.0005566770933657;2.503699621777777e-06;0.0003930808406191
AncientThought_s014;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;66872.0;0.21;6.3125;3.682291666666666e-06;0.0005781197916666;5.229508749647372e-08;8.210328736946374e-06;4.3737260088888895e-08;6.866749833955556e-06;2.105222553227513e-08;3.305199408567196e-06;1.4865397925925929e-08;2.333867474370371e-06
AncientThought_s014;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;821147.0;0.52;6.5;9.3888888888875e-06;0.0014740555555553;6.421514866082502e-07;0.0001008177833974;5.370666334222222e-07;8.431946144728888e-05;2.585083718021164e-07;4.0585814372932274e-05;1.825379368148148e-07;2.8658456079925924e-05
AncientThought_s014;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1841089.0;0.97;7.249999999999999;1.953472222221875e-05;0.0030669513888883;1.4397641814779777e-06;0.000226042976492;1.2041540321777778e-06;0.0001890521830519;5.796001443502646e-07;9.099722266299152e-05;4.092672658518518e-07;6.425496073874073e-05
AncientThought_s014;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3109055.0;2.06;7.124999999999999;4.077083333333125e-05;0.006401020833333;2.431336033860945e-06;0.0003817197573161;2.0334601502222222e-06;0.0003192532435848;9.78773284068783e-07;0.0001536674055987;6.911314114814814e-07;0.0001085076316025
AncientThought_s014;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4433152.0;3.11;7.625;6.5871527777775e-05;0.0103418298611106;3.46680332164684e-06;0.0005442881214985;2.899478436977777e-06;0.0004552181146055;1.3956172347597884e-06;0.0002191119058572;9.854732705185184e-07;0.0001547193034714
AncientThought_s014;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9598815.0;6.63;8.25;0.0001519375;0.0238541875;7.506443209227544e-06;0.0011785115838487;6.278051624e-06;0.000985654104968;3.021839009190476e-06;0.0004744287244429;2.1337810233333334e-06;0.0003350036206633
AncientThought_s015;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;86411.0;0.25;5.75;3.993055555555556e-06;0.0006269097222222;6.757493129647373e-08;1.0609264213546376e-05;5.6516634488888887e-08;8.873111614755556e-06;2.720337152275132e-08;4.270929329071957e-06;1.9208845259259266e-08;3.015788705703705e-06
AncientThought_s015;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1002292.0;0.56;7.062499999999999;1.098611111110625e-05;0.0017248194444436;7.838100825011311e-07;0.0001230581829526;6.555435143111112e-07;0.0001029203317468;3.155353097439153e-07;4.9539043629794704e-05;2.228057994074074e-07;3.4980510506962964e-05
AncientThought_s015;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2230456.0;1.0;7.625;2.118055555555e-05;0.0033253472222213;1.7442560664707918e-06;0.0002738482024359;1.4588173553777776e-06;0.0002290343247943;7.021782323216932e-07;0.0001102419824745;4.958221078518518e-07;7.784407093274074e-05
AncientThought_s015;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3889622.0;1.98;7.625;4.19375e-05;0.0065841875;3.0417532422868933e-06;0.000477555259039;2.5439856600888887e-06;0.0003994057486339;1.224506513627513e-06;0.0001922475226395;8.646485645925926e-07;0.000135749824641
AncientThought_s015;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5563607.0;3.16;7.75;6.8027777777775e-05;0.0106803611111106;4.350839138368729e-06;0.0006830817447238;3.6388462494222224e-06;0.0005712988611592;1.7515000199925926e-06;0.0002749855031388;1.236769230148148e-06;0.0001941727691332
AncientThought_s015;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;11278657.0;6.5;8.5;0.0001534722222222;0.0240951388888853;8.820109382966201e-06;0.0013847571731256;7.376742951644444e-06;0.0011581486434081;3.5506763797280423e-06;0.0005574561916173;2.5072036782962963e-06;0.0003936309774925
AncientThought_s016;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;73296.0;0.27;5.5;4.125e-06;0.000647625;5.7318769188023945e-08;8.99904676251976e-06;4.7938841600000006e-08;7.526398131200001e-06;2.3074589104761903e-08;3.6227104894476174e-06;1.6293429333333332e-08;2.558068405333333e-06
AncientThought_s016;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;876797.0;0.56;6.3125;9.81944444444375e-06;0.0015416527777776;6.856707714984697e-07;0.0001076503111252;5.734642067555556e-07;9.003388046062223e-05;2.760277573576719e-07;4.3336357905154494e-05;1.949087257037037e-07;3.060066993548148e-05
AncientThought_s016;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1907974.0;0.98;6.6875;1.820486111110625e-05;0.0028581631944436;1.4920694352045244e-06;0.0002342549013271;1.2478997948444445e-06;0.0001959202677905;6.006564624613757e-07;9.4303064606436e-05;4.241355536296296e-07;6.658928191985185e-05
AncientThought_s016;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3266429.0;1.88;7.5;3.91666666666625e-05;0.006149166666666;2.5544052870561543e-06;0.0004010416300678;2.1363897406222224e-06;0.0003354131892776;1.0283167842021163e-06;0.0001614457351197;7.261150688148148e-07;0.0001140000658039
AncientThought_s016;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4672320.0;3.06;7.6875;6.534375e-05;0.01025896875;3.653836930427146e-06;0.000573652398077;3.0559049386666668e-06;0.0004797770753706;1.4709106113015872e-06;0.0002309329659743;1.0386394311111111e-06;0.0001630663906844
AncientThought_s016;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10185969.0;7.5;7.375;0.0001536458333333;0.0241223958333281;7.965608028642316e-06;0.0012506004604968;6.6620764357333335e-06;0.0010459460004101;3.206683165641269e-06;0.0005034492570056;2.2643031828888886e-06;0.0003554955997135
AncientThought_s017;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;94019.0;0.23;6.1875;3.953125e-06;0.000620640625;7.35245219423819e-08;1.1543349944953958e-05;6.149260462222221e-08;9.654338925688886e-06;2.9598474583068785e-08;4.646960509541799e-06;2.0900075481481482e-08;3.2813118505925925e-06
AncientThought_s017;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1172798.0;0.53;6.5;9.56944444444375e-06;0.0015024027777776;9.171487921056552e-07;0.0001439923603605;7.670620163555556e-07;0.0001204287365678;3.692129441291005e-07;5.796643222826878e-05;2.607086517037037e-07;4.093125831748148e-05
AncientThought_s017;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2606142.0;0.88;8.0;1.955555555555e-05;0.0030702222222213;2.038049167338124e-06;0.000319973719272;1.7045326965333334e-06;0.0002676116333557;8.204493532888888e-07;0.0001288105484663;5.793357142222222e-07;9.095570713288888e-05
AncientThought_s017;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4365203.0;2.03;7.625;4.2996527777775e-05;0.0067504548611106;3.4136660010896875e-06;0.000535945562171;2.855036771022222e-06;0.0004482407730504;1.37422595481164e-06;0.0002157534749054;9.703684594814816e-07;0.0001523478481385
AncientThought_s017;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;6160135.0;3.4;7.375;6.9652777777775e-05;0.0109354861111106;4.817334591683965e-06;0.0007563215308943;4.029002073777778e-06;0.0006325533255831;1.939295240597884e-06;0.0003044693527738;1.369375195185185e-06;0.000214991905644
AncientThought_s017;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;12519605.0;6.51;8.5;0.0001537083333333;0.0241322083333281;9.790552681186294e-06;0.0015371167709462;8.18837809688889e-06;0.0012855753612115;3.94134388137037e-06;0.0006187909893751;2.7830618225925926e-06;0.000436940706147
AncientThought_s018;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;73511.0;0.26;5.75;4.1527777777777775e-06;0.0006519861111111;5.7486902993080505e-08;9.02544376991364e-06;4.8079461155555584e-08;7.548475401422226e-06;2.3142274062433863e-08;3.6333370278021167e-06;1.6341223037037037e-08;2.565572016814815e-06
AncientThought_s018;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;904780.0;0.59;6.5625;1.075520833333125e-05;0.001688567708333;7.075539727398538e-07;0.0001110859737201;5.917663324444445e-07;9.29073141937778e-05;2.848371907089947e-07;4.471943894131217e-05;2.0112924296296294e-07;3.157729114518518e-05
AncientThought_s018;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2057062.0;1.0;7.187499999999999;1.9965277777775e-05;0.0031345486111106;1.6086588897546242e-06;0.0002525594456914;1.3454099729777776e-06;0.0002112293657575;6.475914158074075e-07;0.0001016718522817;4.572772638518518e-07;7.179253042474073e-05
AncientThought_s018;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3531576.0;2.06;7.3125;4.184375e-05;0.00656946875;2.7617549336111778e-06;0.0004335955245769;2.3098076629333333e-06;0.0003626398030805;1.111788707326984e-06;0.0001745508270503;7.850562648888888e-07;0.0001232538335875
AncientThought_s018;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5010315.0;3.35;7.5625;7.03732638888875e-05;0.0110486024305553;3.918155002241517e-06;0.0006151503353519;3.276968690666667e-06;0.0005144840844346;1.5773160869682538e-06;0.000247638625654;1.1137744677777777e-06;0.0001748625914411
AncientThought_s018;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10651232.0;7.51;7.6875;0.0001603697916666;0.0251780572916562;8.329451928837792e-06;0.0013077239528275;6.966379116088889e-06;0.0010937215212259;3.3531543584846568e-06;0.000526445234282;2.3677294245925925e-06;0.000371733519661
AncientThought_s019;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;84490.0;0.24;5.625;3.75e-06;0.00058875;6.607267529873588e-08;1.0373410021901531e-05;5.5260215111111134e-08;8.675853772444448e-06;2.65986142962963e-08;4.175982444518519e-06;1.8781814074074083e-08;2.9487448096296306e-06
AncientThought_s019;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1325434.0;0.51;6.937500000000001;9.828125e-06;0.001543015625;1.0365128454480373e-06;0.0001627325167353;8.668927441777779e-07;0.0001361021608359;4.172648566835978e-07;6.551058249932486e-05;2.946390691851852e-07;4.625833386207407e-05
AncientThought_s019;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2843158.0;0.91;7.3125;1.848437499999375e-05;0.002902046874999;2.2233998740324684e-06;0.000349073780223;1.859551694577777e-06;0.0002919496160487;8.95065250626455e-07;0.0001405252443483;6.320234931851852e-07;9.922768843007409e-05
AncientThought_s019;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4774423.0;2.07;7.187499999999999;4.132812499999375e-05;0.006488515624999;3.733683283439656e-06;0.0005861882755;3.122684838577778e-06;0.0004902615196567;1.5030540402931217e-06;0.000235979484326;1.0613365498518515e-06;0.0001666298383267
AncientThought_s019;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;6561842.0;3.24;7.625;6.8625e-05;0.010774125;5.131476575069328e-06;0.0008056418222858;4.291736305422222e-06;0.0006738025999512;2.0657581303259257e-06;0.0003243240264611;1.4586731734814816e-06;0.0002290116882365
AncientThought_s019;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;12912071.0;6.86;8.1875;0.0001560173611111;0.0244947256944427;1.0097468039025016e-05;0.0015853024821269;8.445068303822223e-06;0.0013258757237;4.064897577173545e-06;0.0006381889196162;2.8703055608148145e-06;0.0004506379730479
AncientThought_s020;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;74288.0;0.26;5.5625;4.017361111111111e-06;0.0006307256944444;5.809453074437792e-08;9.120841326867334e-06;4.8587653688888895e-08;7.628261629155557e-06;2.3386884351322773e-08;3.671740843157674e-06;1.6513947259259257e-08;2.592689719703704e-06
AncientThought_s020;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;926045.0;0.52;6.3125;9.11805555555e-06;0.0014315347222213;7.241835790864936e-07;0.0001136968219165;6.056745875555556e-07;9.509091024622224e-05;2.9153170524338624e-07;4.577047772321164e-05;2.058563737037037e-07;3.231945067148148e-05
AncientThought_s020;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2162209.0;0.91;6.75;1.70625e-05;0.0026788125;1.690885704639654e-06;0.0002654690556284;1.4141807841777775e-06;0.0002220263831159;6.806931378740741e-07;0.0001068688226462;4.806510525185185e-07;7.546221524540741e-05
AncientThought_s020;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3516098.0;1.9;7.249999999999999;3.82638888888875e-05;0.0060074305555553;2.7496508636825017e-06;0.0004316951855981;2.2996843630222222e-06;0.0003610504449944;1.1069160200021163e-06;0.0001737858151403;7.816155628148148e-07;0.0001227136433619
AncientThought_s020;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4964988.0;2.96;8.3125;6.834722222221875e-05;0.0107305138888883;3.882708486047106e-06;0.0006095852323093;3.2473228181333338e-06;0.0005098296824469;1.563046523822222e-06;0.00024539830424;1.1036984435555554e-06;0.0001732806556382
AncientThought_s020;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10368121.0;7.11;7.75;0.0001530625;0.0240308125;8.10805411635702e-06;0.001272964496268;6.781211939377778e-06;0.0010646502744823;3.2640271210359786e-06;0.0005124522580026;2.304794897851852e-06;0.0003618527989627
AncientThought_s021;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;55366.0;0.22;6.375;3.895833333333333e-06;0.0006116458333333;4.329719186400532e-08;6.797659122648836e-06;3.621182471111112e-08;5.685256479644446e-06;1.742997844867725e-08;2.7365066164423285e-06;1.230765674074074e-08;1.932302108296296e-06
AncientThought_s021;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1112988.0;0.55;6.937500000000001;1.059895833333125e-05;0.001664036458333;8.703763135920159e-07;0.0001366490812339;7.279436181333333e-07;0.0001142871480469;3.5038393334603177e-07;5.5010277535326986e-05;2.474131102222222e-07;3.884385830488888e-05
AncientThought_s021;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2844585.0;1.07;6.4375;1.913368055555e-05;0.0030039878472213;2.224515813287425e-06;0.0003492489826861;1.860485016e-06;0.000292096147512;8.955144898571429e-07;0.0001405957749075;6.323407099999999e-07;9.927749147e-05
AncientThought_s021;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5118733.0;1.89;7.9375;4.167187499999375e-05;0.006542484374999;4.002939797016501e-06;0.0006284615481315;3.3478788812444445e-06;0.0005256169843553;1.6114475648328042e-06;0.0002529972676787;1.1378753876296296e-06;0.0001786464358578
AncientThought_s021;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;6357490.0;3.19;8.0625;7.144270833333125e-05;0.011216505208333;4.971669694460412e-06;0.0007805521420302;4.158081015111112e-06;0.0006528187193724;2.001425309534392e-06;0.0003142237735968;1.4132464807407408e-06;0.0002218796974762
AncientThought_s021;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;15009331.0;6.86;8.5625;0.0001631631944444;0.0256166215277708;1.1737562476201332e-05;0.0018427973087636;9.816769555377778e-06;0.0015412328201943;4.725143876369312e-06;0.0007418475885899;3.336518691185185e-06;0.000523833434516
AncientThought_s022;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;92035.0;0.22;6.5;3.972222222222222e-06;0.0006236388888888;7.1972998829674e-08;1.1299760816258818e-05;6.019498044444447e-08;9.450611929777782e-06;2.8973884089947092e-08;4.548899802121694e-06;2.0459039629629627e-08;3.2120692218518515e-06
AncientThought_s022;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;916353.0;0.6;7.3125;1.218749999999375e-05;0.001913437499999;7.166042635580838e-07;0.0001125068693786;5.993355888000001e-07;9.409568744160002e-05;2.884805303142857e-07;4.5291443259342856e-05;2.03701878e-07;3.1981194846e-05
AncientThought_s022;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1811146.0;0.94;8.1875;2.137847222221875e-05;0.0033564201388883;1.4163482255486362e-06;0.0002223666714111;1.184569979377778e-06;0.0001859774867623;5.701736760359789e-07;8.951726713764868e-05;4.026110478518519e-07;6.320993451274075e-05
AncientThought_s022;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3144932.0;1.87;9.1875;4.772395833333125e-05;0.007492661458333;2.459392482809847e-06;0.0003861246198011;2.056925302755556e-06;0.0003229372725326;9.900678572148148e-07;0.0001554406535827;6.991067357037037e-07;0.0001097597575054
AncientThought_s022;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4313199.0;3.06;8.6875;7.384375e-05;0.01159346875;3.372997952726148e-06;0.000529560678578;2.8210238437333336e-06;0.0004429007434661;1.3578543802126985e-06;0.0002131831376933;9.588081628888889e-07;0.0001505328815735
AncientThought_s022;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9059841.0;7.24;8.4375;0.0001696875;0.0266409375;7.084956002499401e-06;0.0011123380923924;5.9255386736e-06;0.0009303095717552;2.8521625795333333e-06;0.0004477895249867;2.013969099333333e-06;0.0003161931485953
AncientThought_s023;HEVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;104895.0;0.24;6.0625;4.041666666666666e-06;0.0006345416666666;8.20297464251497e-08;1.2878670188748504e-05;6.8605992e-08;1.0771140744e-05;3.3022389e-08;5.184515073e-06;2.331777e-08;3.66088989e-06
AncientThought_s023;HEVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1072283.0;0.57;6.4375;1.019270833333125e-05;0.001600255208333;8.385442831974718e-07;0.000131651452462;7.013207390222222e-07;0.0001101073560264;3.375694393830688e-07;5.299840198314181e-05;2.383645394814815e-07;3.74232326985926e-05
AncientThought_s023;HEVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2228465.0;0.9;7.5625;1.890625e-05;0.00296828125;1.7426990692341984e-06;0.0002736037538697;1.457515152888889e-06;0.0002288298790035;7.015514381322752e-07;0.0001101435757867;4.953795159259259e-07;7.777458400037037e-05
AncientThought_s023;HEVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3876034.0;2.05;7.5;4.270833333333125e-05;0.006705208333333;3.031127185807319e-06;0.0004758869681717;2.5350985041777776e-06;0.0003980104651559;1.2202288243026454e-06;0.0001915759254155;8.616280025185184e-07;0.0001352755963954
AncientThought_s023;HEVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5325401.0;3.47;7.5;7.22916666666625e-05;0.011349791666666;4.164557830613839e-06;0.0006538355794063;3.483048938488889e-06;0.0005468386833427;1.6765094942846563e-06;0.0002632119906026;1.1838169185925929e-06;0.000185859256219
AncientThought_s023;HEVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10442332.0;7.62;7.9375;0.0001680104166666;0.0263776354166562;8.166088431738655e-06;0.0012820758837829;6.829749231644444e-06;0.0010722706293681;3.2873897647280424e-06;0.0005161201930623;2.321291728296296e-06;0.0003644428013425
